,From,,To,Total,Total Per Hour,pcu,Car,Light goods vehicle,Heavy goods vehicle,Bus,Motorcycle,Bicycle
96,16/01/2024,00:45:00+01:00,2024-01-16T01:00:00+01:00,3,21,4,2,0,0,1,0,0
96,16/01/2024,01:00:00+01:00,2024-01-16T01:15:00+01:00,5,,6,4,0,0,1,0,0
96,16/01/2024,01:15:00+01:00,2024-01-16T01:30:00+01:00,5,,5,5,0,0,0,0,0
96,16/01/2024,01:30:00+01:00,2024-01-16T01:45:00+01:00,4,,5,3,0,0,1,0,0
96,16/01/2024,01:45:00+01:00,2024-01-16T02:00:00+01:00,2,16,2,2,0,0,0,0,0
96,16/01/2024,02:00:00+01:00,2024-01-16T02:15:00+01:00,3,,4,2,0,0,1,0,0
96,16/01/2024,02:15:00+01:00,2024-01-16T02:30:00+01:00,0,,0,0,0,0,0,0,0
96,16/01/2024,02:30:00+01:00,2024-01-16T02:45:00+01:00,3,,4,2,0,0,1,0,0
96,16/01/2024,02:45:00+01:00,2024-01-16T03:00:00+01:00,4,10,4,4,0,0,0,0,0
96,16/01/2024,03:00:00+01:00,2024-01-16T03:15:00+01:00,7,,9.3,4,1,1,1,0,0
96,16/01/2024,03:15:00+01:00,2024-01-16T03:30:00+01:00,4,,4,3,1,0,0,0,0
96,16/01/2024,03:30:00+01:00,2024-01-16T03:45:00+01:00,11,,13.3,5,4,1,1,0,0
96,16/01/2024,03:45:00+01:00,2024-01-16T04:00:00+01:00,5,27,6,3,1,0,1,0,0
96,16/01/2024,04:00:00+01:00,2024-01-16T04:15:00+01:00,5,,6.3,3,1,1,0,0,0
96,16/01/2024,04:15:00+01:00,2024-01-16T04:30:00+01:00,10,,11.3,6,3,1,0,0,0
96,16/01/2024,04:30:00+01:00,2024-01-16T04:45:00+01:00,8,,7.4,7,0,0,0,1,0
96,16/01/2024,04:45:00+01:00,2024-01-16T05:00:00+01:00,17,40,19.6,12,3,2,0,0,0
96,16/01/2024,05:00:00+01:00,2024-01-16T05:15:00+01:00,14,,15,13,0,0,1,0,0
96,16/01/2024,05:15:00+01:00,2024-01-16T05:30:00+01:00,26,,28.6,18,6,2,0,0,0
96,16/01/2024,05:30:00+01:00,2024-01-16T05:45:00+01:00,31,,35.6,25,2,2,2,0,0
96,16/01/2024,05:45:00+01:00,2024-01-16T06:00:00+01:00,35,106,37.6,29,4,2,0,0,0
96,16/01/2024,06:00:00+01:00,2024-01-16T06:15:00+01:00,23,,23.4,20,1,0,1,1,0
96,16/01/2024,06:15:00+01:00,2024-01-16T06:30:00+01:00,64,,65.7,50,11,1,1,1,0
96,16/01/2024,06:30:00+01:00,2024-01-16T06:45:00+01:00,63,,70.2,48,9,4,2,0,0
96,16/01/2024,06:45:00+01:00,2024-01-16T07:00:00+01:00,74,224,78.9,58,12,3,1,0,0
96,16/01/2024,07:00:00+01:00,2024-01-16T07:15:00+01:00,100,,106.3,74,20,1,5,0,0
96,16/01/2024,07:15:00+01:00,2024-01-16T07:30:00+01:00,80,,87.7,51,18,5,3,3,0
96,16/01/2024,07:30:00+01:00,2024-01-16T07:45:00+01:00,64,,70,33,24,2,4,1,0
96,16/01/2024,07:45:00+01:00,2024-01-16T08:00:00+01:00,82,326,94.5,54,17,5,6,0,0
96,16/01/2024,08:00:00+01:00,2024-01-16T08:15:00+01:00,77,,80.7,42,29,3,1,2,0
96,16/01/2024,08:15:00+01:00,2024-01-16T08:30:00+01:00,74,,82.9,48,18,3,5,0,0
96,16/01/2024,08:30:00+01:00,2024-01-16T08:45:00+01:00,70,,73.4,44,21,0,4,1,0
96,16/01/2024,08:45:00+01:00,2024-01-16T09:00:00+01:00,74,295,85.2,54,10,4,6,0,0
96,16/01/2024,09:00:00+01:00,2024-01-16T09:15:00+01:00,79,,90.7,52,13,3,9,2,0
96,16/01/2024,09:15:00+01:00,2024-01-16T09:30:00+01:00,70,,70.9,45,21,1,1,1,1
96,16/01/2024,09:30:00+01:00,2024-01-16T09:45:00+01:00,76,,81.8,50,17,0,7,2,0
96,16/01/2024,09:45:00+01:00,2024-01-16T10:00:00+01:00,79,304,86.6,60,11,4,3,1,0
96,16/01/2024,10:00:00+01:00,2024-01-16T10:15:00+01:00,70,,81,43,15,2,9,1,0
96,16/01/2024,10:15:00+01:00,2024-01-16T10:30:00+01:00,88,,91.9,55,22,3,3,5,0
96,16/01/2024,10:30:00+01:00,2024-01-16T10:45:00+01:00,82,,85.8,57,18,0,5,2,0
96,16/01/2024,10:45:00+01:00,2024-01-16T11:00:00+01:00,81,321,87.6,58,11,4,4,3,1
96,16/01/2024,11:00:00+01:00,2024-01-16T11:15:00+01:00,75,,82.1,54,10,3,5,3,0
96,16/01/2024,11:15:00+01:00,2024-01-16T11:30:00+01:00,53,,56.6,34,16,2,1,0,0
96,16/01/2024,11:30:00+01:00,2024-01-16T11:45:00+01:00,76,,87.6,46,17,6,5,2,0
96,16/01/2024,11:45:00+01:00,2024-01-16T12:00:00+01:00,87,291,96,59,17,4,5,2,0
96,16/01/2024,12:00:00+01:00,2024-01-16T12:15:00+01:00,77,,82.5,52,14,3,4,4,0
96,16/01/2024,12:15:00+01:00,2024-01-16T12:30:00+01:00,55,,60.4,36,11,2,4,2,0
96,16/01/2024,12:30:00+01:00,2024-01-16T12:45:00+01:00,83,,89.6,55,17,2,6,2,1
96,16/01/2024,12:45:00+01:00,2024-01-16T13:00:00+01:00,49,264,54.3,35,8,3,2,1,0
96,16/01/2024,13:00:00+01:00,2024-01-16T13:15:00+01:00,75,,86,52,10,4,7,2,0
96,16/01/2024,13:15:00+01:00,2024-01-16T13:30:00+01:00,56,,58,42,11,2,0,1,0
96,16/01/2024,13:30:00+01:00,2024-01-16T13:45:00+01:00,71,,88.5,38,15,9,7,2,0
96,16/01/2024,13:45:00+01:00,2024-01-16T14:00:00+01:00,87,289,89.5,64,16,1,3,3,0
96,16/01/2024,14:00:00+01:00,2024-01-16T14:15:00+01:00,70,,75.5,45,15,1,6,3,0
96,16/01/2024,14:15:00+01:00,2024-01-16T14:30:00+01:00,67,,74.9,45,15,3,4,0,0
96,16/01/2024,14:30:00+01:00,2024-01-16T14:45:00+01:00,79,,84.9,56,11,1,7,4,0
96,16/01/2024,14:45:00+01:00,2024-01-16T15:00:00+01:00,100,316,107,78,13,4,3,2,0
96,16/01/2024,15:00:00+01:00,2024-01-16T15:15:00+01:00,89,,96.9,68,14,3,4,0,0
96,16/01/2024,15:15:00+01:00,2024-01-16T15:30:00+01:00,95,,96.7,66,26,1,1,1,0
96,16/01/2024,15:30:00+01:00,2024-01-16T15:45:00+01:00,78,,84,58,14,0,6,0,0
96,16/01/2024,15:45:00+01:00,2024-01-16T16:00:00+01:00,81,343,82.2,66,9,0,3,3,0
96,16/01/2024,16:00:00+01:00,2024-01-16T16:15:00+01:00,87,,95.6,67,12,2,6,0,0
96,16/01/2024,16:15:00+01:00,2024-01-16T16:30:00+01:00,78,,82.7,60,11,3,2,2,0
96,16/01/2024,16:30:00+01:00,2024-01-16T16:45:00+01:00,99,,100,76,13,2,2,6,0
96,16/01/2024,16:45:00+01:00,2024-01-16T17:00:00+01:00,91,355,94.7,72,14,1,3,1,0
96,16/01/2024,17:00:00+01:00,2024-01-16T17:15:00+01:00,101,,108.2,72,16,2,7,4,0
96,16/01/2024,17:15:00+01:00,2024-01-16T17:30:00+01:00,75,,78.2,59,7,2,3,4,0
96,16/01/2024,17:30:00+01:00,2024-01-16T17:45:00+01:00,82,,84.8,72,4,0,4,2,0
96,16/01/2024,17:45:00+01:00,2024-01-16T18:00:00+01:00,78,336,80.8,64,7,2,2,3,0
96,16/01/2024,18:00:00+01:00,2024-01-16T18:15:00+01:00,60,,63.8,50,3,0,5,2,0
96,16/01/2024,18:15:00+01:00,2024-01-16T18:30:00+01:00,72,,75.6,58,4,0,6,4,0
96,16/01/2024,18:30:00+01:00,2024-01-16T18:45:00+01:00,65,,71.3,57,2,1,5,0,0
96,16/01/2024,18:45:00+01:00,2024-01-16T19:00:00+01:00,64,261,68.4,57,1,0,5,1,0
96,16/01/2024,19:00:00+01:00,2024-01-16T19:15:00+01:00,64,,66.6,53,2,0,5,4,0
96,16/01/2024,19:15:00+01:00,2024-01-16T19:30:00+01:00,54,,57.8,47,0,0,5,2,0
96,16/01/2024,19:30:00+01:00,2024-01-16T19:45:00+01:00,46,,46.6,35,4,0,3,4,0
96,16/01/2024,19:45:00+01:00,2024-01-16T20:00:00+01:00,52,216,55.6,39,3,0,6,4,0
96,16/01/2024,20:00:00+01:00,2024-01-16T20:15:00+01:00,39,,42.8,32,0,0,5,2,0
96,16/01/2024,20:15:00+01:00,2024-01-16T20:30:00+01:00,29,,34,24,0,0,5,0,0
96,16/01/2024,20:30:00+01:00,2024-01-16T20:45:00+01:00,35,,37.4,31,0,0,3,1,0
96,16/01/2024,20:45:00+01:00,2024-01-16T21:00:00+01:00,22,125,24.8,16,0,0,4,2,0
96,16/01/2024,21:00:00+01:00,2024-01-16T21:15:00+01:00,21,,24.4,15,1,0,4,1,0
96,16/01/2024,21:15:00+01:00,2024-01-16T21:30:00+01:00,24,,28,20,0,0,4,0,0
96,16/01/2024,21:30:00+01:00,2024-01-16T21:45:00+01:00,24,,28,20,0,0,4,0,0
96,16/01/2024,21:45:00+01:00,2024-01-16T22:00:00+01:00,18,87,24,12,0,0,6,0,0
96,16/01/2024,22:00:00+01:00,2024-01-16T22:15:00+01:00,24,,25.4,20,1,0,2,1,0
96,16/01/2024,22:15:00+01:00,2024-01-16T22:30:00+01:00,18,,21.4,13,0,0,4,1,0
96,16/01/2024,22:30:00+01:00,2024-01-16T22:45:00+01:00,30,,29.8,25,2,0,1,2,0
96,16/01/2024,22:45:00+01:00,2024-01-16T23:00:00+01:00,16,88,19,13,0,0,3,0,0
96,16/01/2024,23:00:00+01:00,2024-01-16T23:15:00+01:00,11,,10.4,10,0,0,0,1,0
96,16/01/2024,23:15:00+01:00,2024-01-16T23:30:00+01:00,11,,14.4,6,0,0,4,1,0
96,16/01/2024,23:30:00+01:00,2024-01-16T23:45:00+01:00,19,,22,15,1,0,3,0,0
96,16/01/2024,23:45:00+01:00,2024-01-17T00:00:00+01:00,15,56,16.7,12,0,1,1,1,0
96,17/01/2024,00:00:00+01:00,2024-01-17T00:15:00+01:00,5,,8,1,1,0,3,0,0
96,17/01/2024,00:15:00+01:00,2024-01-17T00:30:00+01:00,8,,8,8,0,0,0,0,0
96,17/01/2024,00:30:00+01:00,2024-01-17T00:45:00+01:00,4,,4,2,2,0,0,0,0
96,17/01/2024,00:45:00+01:00,2024-01-17T01:00:00+01:00,8,25,9,7,0,0,1,0,0
96,17/01/2024,01:00:00+01:00,2024-01-17T01:15:00+01:00,7,,7,6,1,0,0,0,0
96,17/01/2024,01:15:00+01:00,2024-01-17T01:30:00+01:00,1,,2,0,0,0,1,0,0
96,17/01/2024,01:30:00+01:00,2024-01-17T01:45:00+01:00,3,,3,2,1,0,0,0,0
96,17/01/2024,01:45:00+01:00,2024-01-17T02:00:00+01:00,3,14,2.4,2,0,0,0,1,0
96,17/01/2024,02:00:00+01:00,2024-01-17T02:15:00+01:00,2,,3,1,0,0,1,0,0
96,17/01/2024,02:15:00+01:00,2024-01-17T02:30:00+01:00,3,,3,2,1,0,0,0,0
96,17/01/2024,02:30:00+01:00,2024-01-17T02:45:00+01:00,5,,5,4,1,0,0,0,0
96,17/01/2024,02:45:00+01:00,2024-01-17T03:00:00+01:00,5,15,6,3,1,0,1,0,0
96,17/01/2024,03:00:00+01:00,2024-01-17T03:15:00+01:00,9,,11.6,6,1,2,0,0,0
96,17/01/2024,03:15:00+01:00,2024-01-17T03:30:00+01:00,10,,13.3,4,3,1,2,0,0
96,17/01/2024,03:30:00+01:00,2024-01-17T03:45:00+01:00,11,,13,5,4,0,2,0,0
96,17/01/2024,03:45:00+01:00,2024-01-17T04:00:00+01:00,9,39,11.3,6,1,1,1,0,0
96,17/01/2024,04:00:00+01:00,2024-01-17T04:15:00+01:00,10,,11.3,4,5,1,0,0,0
96,17/01/2024,04:15:00+01:00,2024-01-17T04:30:00+01:00,15,,17,8,5,0,2,0,0
96,17/01/2024,04:30:00+01:00,2024-01-17T04:45:00+01:00,23,,24.4,12,8,0,2,1,0
96,17/01/2024,04:45:00+01:00,2024-01-17T05:00:00+01:00,25,73,26.3,16,8,1,0,0,0
96,17/01/2024,05:00:00+01:00,2024-01-17T05:15:00+01:00,34,,37,21,10,0,3,0,0
96,17/01/2024,05:15:00+01:00,2024-01-17T05:30:00+01:00,28,,32.9,19,5,3,1,0,0
96,17/01/2024,05:30:00+01:00,2024-01-17T05:45:00+01:00,43,,46.6,35,5,2,1,0,0
96,17/01/2024,05:45:00+01:00,2024-01-17T06:00:00+01:00,38,143,39.7,32,3,1,1,1,0
96,17/01/2024,06:00:00+01:00,2024-01-17T06:15:00+01:00,53,,53.4,44,7,0,1,1,0
96,17/01/2024,06:15:00+01:00,2024-01-17T06:30:00+01:00,73,,76.8,54,11,2,3,3,0
96,17/01/2024,06:30:00+01:00,2024-01-17T06:45:00+01:00,72,,74.1,49,18,1,2,2,0
96,17/01/2024,06:45:00+01:00,2024-01-17T07:00:00+01:00,84,282,91,57,18,4,3,2,0
96,17/01/2024,07:00:00+01:00,2024-01-17T07:15:00+01:00,126,,136.5,92,25,5,4,0,0
96,17/01/2024,07:15:00+01:00,2024-01-17T07:30:00+01:00,83,,85.4,61,17,2,1,2,0
96,17/01/2024,07:30:00+01:00,2024-01-17T07:45:00+01:00,85,,87,57,20,2,2,3,1
96,17/01/2024,07:45:00+01:00,2024-01-17T08:00:00+01:00,111,405,121.4,78,19,4,7,3,0
96,17/01/2024,08:00:00+01:00,2024-01-17T08:15:00+01:00,92,,97.9,63,18,5,2,3,1
96,17/01/2024,08:15:00+01:00,2024-01-17T08:30:00+01:00,108,,117.4,77,19,2,8,2,0
96,17/01/2024,08:30:00+01:00,2024-01-17T08:45:00+01:00,97,,101.2,66,21,2,4,4,0
96,17/01/2024,08:45:00+01:00,2024-01-17T09:00:00+01:00,111,408,124.2,84,14,6,6,1,0
96,17/01/2024,09:00:00+01:00,2024-01-17T09:15:00+01:00,103,,107.6,66,23,2,6,4,2
96,17/01/2024,09:15:00+01:00,2024-01-17T09:30:00+01:00,99,,105.6,76,17,2,4,0,0
96,17/01/2024,09:30:00+01:00,2024-01-17T09:45:00+01:00,93,,95.9,77,10,1,3,1,1
96,17/01/2024,09:45:00+01:00,2024-01-17T10:00:00+01:00,92,387,97.2,69,13,0,7,3,0
96,17/01/2024,10:00:00+01:00,2024-01-17T10:15:00+01:00,82,,86.2,55,17,2,4,4,0
96,17/01/2024,10:15:00+01:00,2024-01-17T10:30:00+01:00,88,,97,66,13,0,9,0,0
96,17/01/2024,10:30:00+01:00,2024-01-17T10:45:00+01:00,90,,92.2,69,13,2,2,4,0
96,17/01/2024,10:45:00+01:00,2024-01-17T11:00:00+01:00,75,335,82.3,57,10,3,4,1,0
96,17/01/2024,11:00:00+01:00,2024-01-17T11:15:00+01:00,72,,77.2,52,10,0,7,3,0
96,17/01/2024,11:15:00+01:00,2024-01-17T11:30:00+01:00,82,,85.5,55,19,1,4,3,0
96,17/01/2024,11:30:00+01:00,2024-01-17T11:45:00+01:00,75,,82.9,54,14,3,4,0,0
96,17/01/2024,11:45:00+01:00,2024-01-17T12:00:00+01:00,77,306,82.1,56,13,1,5,2,0
96,17/01/2024,12:00:00+01:00,2024-01-17T12:15:00+01:00,70,,73.9,47,13,1,5,4,0
96,17/01/2024,12:15:00+01:00,2024-01-17T12:30:00+01:00,68,,75,46,13,4,3,2,0
96,17/01/2024,12:30:00+01:00,2024-01-17T12:45:00+01:00,79,,88.3,57,12,3,6,1,0
96,17/01/2024,12:45:00+01:00,2024-01-17T13:00:00+01:00,68,285,77,44,14,2,7,1,0
96,17/01/2024,13:00:00+01:00,2024-01-17T13:15:00+01:00,55,,56.2,39,9,2,1,4,0
96,17/01/2024,13:15:00+01:00,2024-01-17T13:30:00+01:00,66,,68.5,48,11,1,3,3,0
96,17/01/2024,13:30:00+01:00,2024-01-17T13:45:00+01:00,64,,68.8,47,9,0,6,2,0
96,17/01/2024,13:45:00+01:00,2024-01-17T14:00:00+01:00,81,266,88.2,60,11,2,6,1,1
96,17/01/2024,14:00:00+01:00,2024-01-17T14:15:00+01:00,84,,93.2,58,18,4,4,0,0
96,17/01/2024,14:15:00+01:00,2024-01-17T14:30:00+01:00,78,,78,55,14,2,1,6,0
96,17/01/2024,14:30:00+01:00,2024-01-17T14:45:00+01:00,91,,94.5,65,18,1,4,3,0
96,17/01/2024,14:45:00+01:00,2024-01-17T15:00:00+01:00,78,331,77.2,51,15,0,4,8,0
96,17/01/2024,15:00:00+01:00,2024-01-17T15:15:00+01:00,102,,105.8,80,15,0,5,2,0
96,17/01/2024,15:15:00+01:00,2024-01-17T15:30:00+01:00,89,,88.8,71,15,0,1,2,0
96,17/01/2024,15:30:00+01:00,2024-01-17T15:45:00+01:00,69,,75.2,49,8,2,6,4,0
96,17/01/2024,15:45:00+01:00,2024-01-17T16:00:00+01:00,99,359,104.1,75,16,1,5,2,0
96,17/01/2024,16:00:00+01:00,2024-01-17T16:15:00+01:00,89,,94.2,61,17,2,5,4,0
96,17/01/2024,16:15:00+01:00,2024-01-17T16:30:00+01:00,80,,80.2,66,9,0,2,3,0
96,17/01/2024,16:30:00+01:00,2024-01-17T16:45:00+01:00,77,,79.8,55,16,0,4,2,0
96,17/01/2024,16:45:00+01:00,2024-01-17T17:00:00+01:00,82,328,81.7,63,10,1,2,6,0
96,17/01/2024,17:00:00+01:00,2024-01-17T17:15:00+01:00,114,,113.1,86,13,1,4,9,1
96,17/01/2024,17:15:00+01:00,2024-01-17T17:30:00+01:00,89,,94.2,74,5,0,7,3,0
96,17/01/2024,17:30:00+01:00,2024-01-17T17:45:00+01:00,76,,81.1,63,5,1,5,2,0
96,17/01/2024,17:45:00+01:00,2024-01-17T18:00:00+01:00,78,357,78.8,71,3,0,2,2,0
96,17/01/2024,18:00:00+01:00,2024-01-17T18:15:00+01:00,61,,67.7,51,2,1,6,1,0
96,17/01/2024,18:15:00+01:00,2024-01-17T18:30:00+01:00,69,,74.8,55,5,0,7,2,0
96,17/01/2024,18:30:00+01:00,2024-01-17T18:45:00+01:00,78,,78.6,66,5,0,3,4,0
96,17/01/2024,18:45:00+01:00,2024-01-17T19:00:00+01:00,67,275,70.5,56,3,1,4,3,0
96,17/01/2024,19:00:00+01:00,2024-01-17T19:15:00+01:00,71,,76.8,58,4,0,7,2,0
96,17/01/2024,19:15:00+01:00,2024-01-17T19:30:00+01:00,46,,50.2,36,1,0,6,3,0
96,17/01/2024,19:30:00+01:00,2024-01-17T19:45:00+01:00,49,,49.4,43,4,0,1,1,0
96,17/01/2024,19:45:00+01:00,2024-01-17T20:00:00+01:00,36,202,43,27,1,2,5,1,0
96,17/01/2024,20:00:00+01:00,2024-01-17T20:15:00+01:00,41,,45.4,34,1,0,5,1,0
96,17/01/2024,20:15:00+01:00,2024-01-17T20:30:00+01:00,36,,41.4,28,1,0,6,1,0
96,17/01/2024,20:30:00+01:00,2024-01-17T20:45:00+01:00,37,,41.1,29,1,1,4,2,0
96,17/01/2024,20:45:00+01:00,2024-01-17T21:00:00+01:00,33,147,34.8,28,0,0,3,2,0
96,17/01/2024,21:00:00+01:00,2024-01-17T21:15:00+01:00,23,,31,15,0,0,8,0,0
96,17/01/2024,21:15:00+01:00,2024-01-17T21:30:00+01:00,27,,34.3,19,1,1,6,0,0
96,17/01/2024,21:30:00+01:00,2024-01-17T21:45:00+01:00,21,,24,18,0,0,3,0,0
96,17/01/2024,21:45:00+01:00,2024-01-17T22:00:00+01:00,11,82,16,6,0,0,5,0,0
96,17/01/2024,22:00:00+01:00,2024-01-17T22:15:00+01:00,18,,20.4,14,0,0,3,1,0
96,17/01/2024,22:15:00+01:00,2024-01-17T22:30:00+01:00,17,,22,11,0,2,3,1,0
96,17/01/2024,22:30:00+01:00,2024-01-17T22:45:00+01:00,14,,17,11,0,0,3,0,0
96,17/01/2024,22:45:00+01:00,2024-01-17T23:00:00+01:00,13,62,12.2,7,2,0,1,3,0
96,17/01/2024,23:00:00+01:00,2024-01-17T23:15:00+01:00,16,,17,14,1,0,1,0,0
96,17/01/2024,23:15:00+01:00,2024-01-17T23:30:00+01:00,8,,10,6,0,0,2,0,0
96,17/01/2024,23:30:00+01:00,2024-01-17T23:45:00+01:00,12,,16.3,8,0,1,3,0,0
96,17/01/2024,23:45:00+01:00,2024-01-18T00:00:00+01:00,9,45,10,8,0,0,1,0,0
96,18/01/2024,00:00:00+01:00,2024-01-18T00:15:00+01:00,4,,5.3,3,0,1,0,0,0
96,18/01/2024,00:15:00+01:00,2024-01-18T00:30:00+01:00,5,,6,4,0,0,1,0,0
96,18/01/2024,00:30:00+01:00,2024-01-18T00:45:00+01:00,8,,9.3,7,0,1,0,0,0
96,18/01/2024,00:45:00+01:00,2024-01-18T01:00:00+01:00,4,21,5,3,0,0,1,0,0
96,18/01/2024,01:00:00+01:00,2024-01-18T01:15:00+01:00,3,,3,3,0,0,0,0,0
96,18/01/2024,01:15:00+01:00,2024-01-18T01:30:00+01:00,11,,13,8,1,0,2,0,0
96,18/01/2024,01:30:00+01:00,2024-01-18T01:45:00+01:00,4,,4,4,0,0,0,0,0
96,18/01/2024,01:45:00+01:00,2024-01-18T02:00:00+01:00,3,21,4,1,1,0,1,0,0
96,18/01/2024,02:00:00+01:00,2024-01-18T02:15:00+01:00,2,,4.3,0,0,1,1,0,0
96,18/01/2024,02:15:00+01:00,2024-01-18T02:30:00+01:00,5,,6,2,2,0,1,0,0
96,18/01/2024,02:30:00+01:00,2024-01-18T02:45:00+01:00,10,,11,4,5,0,1,0,0
96,18/01/2024,02:45:00+01:00,2024-01-18T03:00:00+01:00,3,20,3,2,1,0,0,0,0
96,18/01/2024,03:00:00+01:00,2024-01-18T03:15:00+01:00,3,,6.6,0,0,2,1,0,0
96,18/01/2024,03:15:00+01:00,2024-01-18T03:30:00+01:00,3,,4,2,0,0,1,0,0
96,18/01/2024,03:30:00+01:00,2024-01-18T03:45:00+01:00,3,,2.4,2,0,0,0,1,0
96,18/01/2024,03:45:00+01:00,2024-01-18T04:00:00+01:00,4,13,6,2,0,0,2,0,0
96,18/01/2024,04:00:00+01:00,2024-01-18T04:15:00+01:00,9,,9,7,2,0,0,0,0
96,18/01/2024,04:15:00+01:00,2024-01-18T04:30:00+01:00,16,,17.4,5,8,0,2,1,0
96,18/01/2024,04:30:00+01:00,2024-01-18T04:45:00+01:00,13,,14.3,9,3,1,0,0,0
96,18/01/2024,04:45:00+01:00,2024-01-18T05:00:00+01:00,20,58,22.3,11,7,1,1,0,0
96,18/01/2024,05:00:00+01:00,2024-01-18T05:15:00+01:00,20,,22.3,15,3,1,1,0,0
96,18/01/2024,05:15:00+01:00,2024-01-18T05:30:00+01:00,31,,31.4,22,7,0,1,1,0
96,18/01/2024,05:30:00+01:00,2024-01-18T05:45:00+01:00,31,,31.7,26,3,1,0,1,0
96,18/01/2024,05:45:00+01:00,2024-01-18T06:00:00+01:00,50,132,52.1,41,4,1,2,2,0
96,18/01/2024,06:00:00+01:00,2024-01-18T06:15:00+01:00,45,,49.7,31,8,1,4,1,0
96,18/01/2024,06:15:00+01:00,2024-01-18T06:30:00+01:00,67,,71,56,6,2,2,1,0
96,18/01/2024,06:30:00+01:00,2024-01-18T06:45:00+01:00,100,,105.3,76,18,3,2,1,0
96,18/01/2024,06:45:00+01:00,2024-01-18T07:00:00+01:00,104,316,110.6,77,20,4,2,1,0
96,18/01/2024,07:00:00+01:00,2024-01-18T07:15:00+01:00,114,,122.6,83,22,4,4,1,0
96,18/01/2024,07:15:00+01:00,2024-01-18T07:30:00+01:00,90,,99.3,61,17,7,2,3,0
96,18/01/2024,07:30:00+01:00,2024-01-18T07:45:00+01:00,83,,91.3,57,17,3,5,1,0
96,18/01/2024,07:45:00+01:00,2024-01-18T08:00:00+01:00,94,381,102,57,27,4,4,2,0
96,18/01/2024,08:00:00+01:00,2024-01-18T08:15:00+01:00,82,,86.1,58,17,1,4,2,0
96,18/01/2024,08:15:00+01:00,2024-01-18T08:30:00+01:00,102,,112.2,69,19,4,7,2,1
96,18/01/2024,08:30:00+01:00,2024-01-18T08:45:00+01:00,92,,103.3,64,15,5,6,2,0
96,18/01/2024,08:45:00+01:00,2024-01-18T09:00:00+01:00,102,378,105.1,80,11,1,5,4,1
96,18/01/2024,09:00:00+01:00,2024-01-18T09:15:00+01:00,128,,134.5,92,25,1,7,3,0
96,18/01/2024,09:15:00+01:00,2024-01-18T09:30:00+01:00,119,,130,88,18,4,7,2,0
96,18/01/2024,09:30:00+01:00,2024-01-18T09:45:00+01:00,98,,104.3,78,13,3,3,1,0
96,18/01/2024,09:45:00+01:00,2024-01-18T10:00:00+01:00,89,434,93,70,14,2,2,1,0
96,18/01/2024,10:00:00+01:00,2024-01-18T10:15:00+01:00,135,,142.9,104,16,3,7,5,0
96,18/01/2024,10:15:00+01:00,2024-01-18T10:30:00+01:00,101,,110.7,72,16,5,5,3,0
96,18/01/2024,10:30:00+01:00,2024-01-18T10:45:00+01:00,92,,97.4,68,11,2,6,4,1
96,18/01/2024,10:45:00+01:00,2024-01-18T11:00:00+01:00,110,438,103.8,87,10,0,1,12,0
96,18/01/2024,11:00:00+01:00,2024-01-18T11:15:00+01:00,94,,104.3,66,15,7,3,3,0
96,18/01/2024,11:15:00+01:00,2024-01-18T11:30:00+01:00,87,,88.6,61,17,2,2,5,0
96,18/01/2024,11:30:00+01:00,2024-01-18T11:45:00+01:00,92,,93.6,70,14,0,4,4,0
96,18/01/2024,11:45:00+01:00,2024-01-18T12:00:00+01:00,91,364,98.1,66,14,3,5,3,0
96,18/01/2024,12:00:00+01:00,2024-01-18T12:15:00+01:00,70,,73.5,54,8,1,4,3,0
96,18/01/2024,12:15:00+01:00,2024-01-18T12:30:00+01:00,85,,85.9,69,9,1,2,4,0
96,18/01/2024,12:30:00+01:00,2024-01-18T12:45:00+01:00,87,,92.6,57,16,4,4,6,0
96,18/01/2024,12:45:00+01:00,2024-01-18T13:00:00+01:00,89,331,96.4,57,21,4,4,3,0
96,18/01/2024,13:00:00+01:00,2024-01-18T13:15:00+01:00,90,,96.1,67,13,3,4,3,0
96,18/01/2024,13:15:00+01:00,2024-01-18T13:30:00+01:00,90,,97.7,68,10,7,1,4,0
96,18/01/2024,13:30:00+01:00,2024-01-18T13:45:00+01:00,96,,104.4,59,17,4,8,8,0
96,18/01/2024,13:45:00+01:00,2024-01-18T14:00:00+01:00,95,371,97.6,66,20,0,5,4,0
96,18/01/2024,14:00:00+01:00,2024-01-18T14:15:00+01:00,81,,87.3,53,13,3,6,6,0
96,18/01/2024,14:15:00+01:00,2024-01-18T14:30:00+01:00,82,,83.5,58,18,1,2,3,0
96,18/01/2024,14:30:00+01:00,2024-01-18T14:45:00+01:00,112,,115.5,86,18,1,4,3,0
96,18/01/2024,14:45:00+01:00,2024-01-18T15:00:00+01:00,104,379,106,72,21,2,3,6,0
96,18/01/2024,15:00:00+01:00,2024-01-18T15:15:00+01:00,91,,92,73,9,0,4,5,0
96,18/01/2024,15:15:00+01:00,2024-01-18T15:30:00+01:00,93,,97.7,73,12,5,0,3,0
96,18/01/2024,15:30:00+01:00,2024-01-18T15:45:00+01:00,103,,109.1,72,14,1,9,7,0
96,18/01/2024,15:45:00+01:00,2024-01-18T16:00:00+01:00,101,388,102.5,82,13,1,2,3,0
96,18/01/2024,16:00:00+01:00,2024-01-18T16:15:00+01:00,73,,76.8,46,19,2,3,3,0
