FromDate,FromTime,ToDate,ToTime,Total,Total Per Hour,pcu
15/02/2024,21:15,15/02/2024,21:30,27,,29.4
15/02/2024,21:30,15/02/2024,21:45,39,,46.4
15/02/2024,21:45,15/02/2024,22:00,24,127,26.4
15/02/2024,22:00,15/02/2024,22:15,26,,27.4
15/02/2024,22:15,15/02/2024,22:30,29,,30.8
15/02/2024,22:30,15/02/2024,22:45,20,,23
15/02/2024,22:45,15/02/2024,23:00,23,98,26.4
15/02/2024,23:00,15/02/2024,23:15,17,,19.3
15/02/2024,23:15,15/02/2024,23:30,14,,16
15/02/2024,23:30,15/02/2024,23:45,15,,17
15/02/2024,23:45,16/02/2024,00:00,8,54,9
16/02/2024,00:00,16/02/2024,00:15,6,,9.6
16/02/2024,00:15,16/02/2024,00:30,9,,9
16/02/2024,00:30,16/02/2024,00:45,13,,14
16/02/2024,00:45,16/02/2024,01:00,2,30,3
16/02/2024,01:00,16/02/2024,01:15,5,,5
16/02/2024,01:15,16/02/2024,01:30,3,,4
16/02/2024,01:30,16/02/2024,01:45,3,,4.3
16/02/2024,01:45,16/02/2024,02:00,6,17,6
16/02/2024,02:00,16/02/2024,02:15,2,,4
16/02/2024,02:15,16/02/2024,02:30,4,,4
16/02/2024,02:30,16/02/2024,02:45,6,,7
16/02/2024,02:45,16/02/2024,03:00,1,13,1
16/02/2024,03:00,16/02/2024,03:15,3,,3
16/02/2024,03:15,16/02/2024,03:30,7,,8
16/02/2024,03:30,16/02/2024,03:45,11,,14.9
16/02/2024,03:45,16/02/2024,04:00,11,32,12.4
16/02/2024,04:00,16/02/2024,04:15,8,,8
16/02/2024,04:15,16/02/2024,04:30,9,,11.6
16/02/2024,04:30,16/02/2024,04:45,17,,19.4
16/02/2024,04:45,16/02/2024,05:00,13,47,16.3
16/02/2024,05:00,16/02/2024,05:15,23,,27.6
16/02/2024,05:15,16/02/2024,05:30,36,,42.5
16/02/2024,05:30,16/02/2024,05:45,48,,51.3
16/02/2024,05:45,16/02/2024,06:00,35,142,36.4
16/02/2024,06:00,16/02/2024,06:15,47,,48.4
16/02/2024,06:15,16/02/2024,06:30,100,,103.8
16/02/2024,06:30,16/02/2024,06:45,93,,95.5
16/02/2024,06:45,16/02/2024,07:00,74,314,76.2
16/02/2024,07:00,16/02/2024,07:15,142,,151.7
16/02/2024,07:15,16/02/2024,07:30,113,,117.4
16/02/2024,07:30,16/02/2024,07:45,85,,92.7
16/02/2024,07:45,16/02/2024,08:00,113,453,124.7
16/02/2024,08:00,16/02/2024,08:15,93,,97.3
16/02/2024,08:15,16/02/2024,08:30,127,,136.2
16/02/2024,08:30,16/02/2024,08:45,112,,117.4
16/02/2024,08:45,16/02/2024,09:00,126,458,127.5
16/02/2024,09:00,16/02/2024,09:15,105,,112.7
16/02/2024,09:15,16/02/2024,09:30,139,,144.1
16/02/2024,09:30,16/02/2024,09:45,126,,131.8
16/02/2024,09:45,16/02/2024,10:00,109,479,115.6
16/02/2024,10:00,16/02/2024,10:15,133,,140.6
16/02/2024,10:15,16/02/2024,10:30,131,,131.6
16/02/2024,10:30,16/02/2024,10:45,110,,117.2
16/02/2024,10:45,16/02/2024,11:00,127,501,129.9
16/02/2024,11:00,16/02/2024,11:15,125,,129.2
16/02/2024,11:15,16/02/2024,11:30,126,,127.6
16/02/2024,11:30,16/02/2024,11:45,89,,94.5
16/02/2024,11:45,16/02/2024,12:00,97,437,101.3
16/02/2024,12:00,16/02/2024,12:15,106,,109.5
16/02/2024,12:15,16/02/2024,12:30,105,,110.7
16/02/2024,12:30,16/02/2024,12:45,121,,125.1
16/02/2024,12:45,16/02/2024,13:00,97,429,100.1
16/02/2024,13:00,16/02/2024,13:15,96,,97.9
16/02/2024,13:15,16/02/2024,13:30,104,,104.2
16/02/2024,13:30,16/02/2024,13:45,102,,105.4
16/02/2024,13:45,16/02/2024,14:00,112,414,115.9
16/02/2024,14:00,16/02/2024,14:15,112,,118.3
16/02/2024,14:15,16/02/2024,14:30,136,,134.9
16/02/2024,14:30,16/02/2024,14:45,137,,144.5
16/02/2024,14:45,16/02/2024,15:00,130,515,130.6
16/02/2024,15:00,16/02/2024,15:15,149,,149.9
16/02/2024,15:15,16/02/2024,15:30,143,,149.9
16/02/2024,15:30,16/02/2024,15:45,105,,110.9
16/02/2024,15:45,16/02/2024,16:00,137,534,136.9
16/02/2024,16:00,16/02/2024,16:15,129,,129.8
16/02/2024,16:15,16/02/2024,16:30,129,,133.3
16/02/2024,16:30,16/02/2024,16:45,135,,141.5
16/02/2024,16:45,16/02/2024,17:00,150,543,151.5
16/02/2024,17:00,16/02/2024,17:15,111,,114.5
16/02/2024,17:15,16/02/2024,17:30,147,,155.5
16/02/2024,17:30,16/02/2024,17:45,115,,117.2
16/02/2024,17:45,16/02/2024,18:00,114,487,114.2
16/02/2024,18:00,16/02/2024,18:15,121,,127
16/02/2024,18:15,16/02/2024,18:30,96,,98.4
16/02/2024,18:30,16/02/2024,18:45,117,,118.7
16/02/2024,18:45,16/02/2024,19:00,99,433,100.2
16/02/2024,19:00,16/02/2024,19:15,92,,95.1
16/02/2024,19:15,16/02/2024,19:30,98,,100
16/02/2024,19:30,16/02/2024,19:45,79,,78.3
16/02/2024,19:45,16/02/2024,20:00,79,348,80.6
16/02/2024,20:00,16/02/2024,20:15,59,,57
16/02/2024,20:15,16/02/2024,20:30,58,,59.6
16/02/2024,20:30,16/02/2024,20:45,74,,75.6
16/02/2024,20:45,16/02/2024,21:00,39,230,42.7
16/02/2024,21:00,16/02/2024,21:15,43,,51
16/02/2024,21:15,16/02/2024,21:30,46,,48.4
16/02/2024,21:30,16/02/2024,21:45,42,,46
16/02/2024,21:45,16/02/2024,22:00,31,162,36.5
16/02/2024,22:00,16/02/2024,22:15,38,,39
16/02/2024,22:15,16/02/2024,22:30,22,,23.4
16/02/2024,22:30,16/02/2024,22:45,22,,23
16/02/2024,22:45,16/02/2024,23:00,35,117,36.8
16/02/2024,23:00,16/02/2024,23:15,26,,28
16/02/2024,23:15,16/02/2024,23:30,23,,24.4
16/02/2024,23:30,16/02/2024,23:45,29,,28.8
16/02/2024,23:45,17/02/2024,00:00,17,95,19.4
17/02/2024,00:00,17/02/2024,00:15,10,,13.3
17/02/2024,00:15,17/02/2024,00:30,20,,20.7
17/02/2024,00:30,17/02/2024,00:45,28,,29
17/02/2024,00:45,17/02/2024,01:00,11,69,12
17/02/2024,01:00,17/02/2024,01:15,9,,9
17/02/2024,01:15,17/02/2024,01:30,10,,10.4
17/02/2024,01:30,17/02/2024,01:45,6,,6
17/02/2024,01:45,17/02/2024,02:00,16,41,17
17/02/2024,02:00,17/02/2024,02:15,8,,10.3
17/02/2024,02:15,17/02/2024,02:30,7,,8
17/02/2024,02:30,17/02/2024,02:45,4,,5
17/02/2024,02:45,17/02/2024,03:00,7,26,7
17/02/2024,03:00,17/02/2024,03:15,6,,7.3
17/02/2024,03:15,17/02/2024,03:30,9,,10
17/02/2024,03:30,17/02/2024,03:45,10,,9.8
17/02/2024,03:45,17/02/2024,04:00,9,34,11.7
17/02/2024,04:00,17/02/2024,04:15,8,,8
17/02/2024,04:15,17/02/2024,04:30,7,,7.4
17/02/2024,04:30,17/02/2024,04:45,16,,19.6
17/02/2024,04:45,17/02/2024,05:00,10,41,10
17/02/2024,05:00,17/02/2024,05:15,18,,21.3
17/02/2024,05:15,17/02/2024,05:30,39,,40.3
17/02/2024,05:30,17/02/2024,05:45,25,,22.6
17/02/2024,05:45,17/02/2024,06:00,41,123,45.3
17/02/2024,06:00,17/02/2024,06:15,43,,43.7
17/02/2024,06:15,17/02/2024,06:30,68,,68.4
17/02/2024,06:30,17/02/2024,06:45,86,,86
17/02/2024,06:45,17/02/2024,07:00,78,275,79.4
17/02/2024,07:00,17/02/2024,07:15,109,,111.8
17/02/2024,07:15,17/02/2024,07:30,86,,90.2
17/02/2024,07:30,17/02/2024,07:45,96,,99.8
17/02/2024,07:45,17/02/2024,08:00,109,400,113.9
17/02/2024,08:00,17/02/2024,08:15,121,,128.2
17/02/2024,08:15,17/02/2024,08:30,104,,113.2
17/02/2024,08:30,17/02/2024,08:45,128,,132.6
17/02/2024,08:45,17/02/2024,09:00,105,458,108.9
17/02/2024,09:00,17/02/2024,09:15,159,,166.2
17/02/2024,09:15,17/02/2024,09:30,159,,158.6
17/02/2024,09:30,17/02/2024,09:45,140,,148.1
17/02/2024,09:45,17/02/2024,10:00,150,608,149.2
17/02/2024,10:00,17/02/2024,10:15,155,,159.9
17/02/2024,10:15,17/02/2024,10:30,144,,143.8
17/02/2024,10:30,17/02/2024,10:45,139,,136.1
17/02/2024,10:45,17/02/2024,11:00,185,623,187.5
17/02/2024,11:00,17/02/2024,11:15,160,,168.2
17/02/2024,11:15,17/02/2024,11:30,149,,156.3
17/02/2024,11:30,17/02/2024,11:45,134,,132.4
17/02/2024,11:45,17/02/2024,12:00,151,594,153.9
17/02/2024,12:00,17/02/2024,12:15,143,,148.5
17/02/2024,12:15,17/02/2024,12:30,127,,127.4
17/02/2024,12:30,17/02/2024,12:45,140,,135.6
17/02/2024,12:45,17/02/2024,13:00,146,556,144.4
17/02/2024,13:00,17/02/2024,13:15,142,,140.4
17/02/2024,13:15,17/02/2024,13:30,125,,130.7
17/02/2024,13:30,17/02/2024,13:45,123,,123.5
17/02/2024,13:45,17/02/2024,14:00,141,531,139.6
17/02/2024,14:00,17/02/2024,14:15,126,,129.1
17/02/2024,14:15,17/02/2024,14:30,147,,151.8
17/02/2024,14:30,17/02/2024,14:45,149,,150.7
17/02/2024,14:45,17/02/2024,15:00,158,580,158.5
17/02/2024,15:00,17/02/2024,15:15,136,,134.2
17/02/2024,15:15,17/02/2024,15:30,142,,141.4
17/02/2024,15:30,17/02/2024,15:45,118,,119
17/02/2024,15:45,17/02/2024,16:00,131,527,132.7
17/02/2024,16:00,17/02/2024,16:15,115,,116.4
17/02/2024,16:15,17/02/2024,16:30,124,,126.6
17/02/2024,16:30,17/02/2024,16:45,113,,119.4
17/02/2024,16:45,17/02/2024,17:00,111,463,104.8
17/02/2024,17:00,17/02/2024,17:15,141,,144.1
17/02/2024,17:15,17/02/2024,17:30,88,,89.8
17/02/2024,17:30,17/02/2024,17:45,99,,99.2
17/02/2024,17:45,17/02/2024,18:00,100,428,102.2
17/02/2024,18:00,17/02/2024,18:15,86,,88
17/02/2024,18:15,17/02/2024,18:30,78,,77.6
17/02/2024,18:30,17/02/2024,18:45,83,,83
17/02/2024,18:45,17/02/2024,19:00,73,320,66.8
17/02/2024,19:00,17/02/2024,19:15,80,,84.4
17/02/2024,19:15,17/02/2024,19:30,83,,83.2
17/02/2024,19:30,17/02/2024,19:45,74,,73.1
17/02/2024,19:45,17/02/2024,20:00,72,309,70.4
17/02/2024,20:00,17/02/2024,20:15,45,,47.8
17/02/2024,20:15,17/02/2024,20:30,46,,46.8
17/02/2024,20:30,17/02/2024,20:45,44,,47
17/02/2024,20:45,17/02/2024,21:00,37,172,35.6
17/02/2024,21:00,17/02/2024,21:15,56,,60
17/02/2024,21:15,17/02/2024,21:30,47,,48.4
17/02/2024,21:30,17/02/2024,21:45,38,,39.2
17/02/2024,21:45,17/02/2024,22:00,36,177,39
17/02/2024,22:00,17/02/2024,22:15,39,,40.6
17/02/2024,22:15,17/02/2024,22:30,29,,29.4
17/02/2024,22:30,17/02/2024,22:45,21,,22.8
17/02/2024,22:45,17/02/2024,23:00,33,122,36
17/02/2024,23:00,17/02/2024,23:15,27,,28.4
17/02/2024,23:15,17/02/2024,23:30,20,,22
17/02/2024,23:30,17/02/2024,23:45,29,,31
17/02/2024,23:45,18/02/2024,00:00,23,99,23.4
18/02/2024,00:00,18/02/2024,00:15,14,,13.4
18/02/2024,00:15,18/02/2024,00:30,22,,21.4
18/02/2024,00:30,18/02/2024,00:45,18,,17.8
18/02/2024,00:45,18/02/2024,01:00,16,70,17
18/02/2024,01:00,18/02/2024,01:15,12,,13
18/02/2024,01:15,18/02/2024,01:30,13,,14
18/02/2024,01:30,18/02/2024,01:45,13,,14.7
18/02/2024,01:45,18/02/2024,02:00,15,53,16.4
18/02/2024,02:00,18/02/2024,02:15,11,,10.4
18/02/2024,02:15,18/02/2024,02:30,9,,9.4
18/02/2024,02:30,18/02/2024,02:45,6,,6
18/02/2024,02:45,18/02/2024,03:00,7,33,7.4
18/02/2024,03:00,18/02/2024,03:15,3,,3
18/02/2024,03:15,18/02/2024,03:30,11,,12
18/02/2024,03:30,18/02/2024,03:45,10,,12.3
18/02/2024,03:45,18/02/2024,04:00,9,33,10
18/02/2024,04:00,18/02/2024,04:15,11,,14.9
18/02/2024,04:15,18/02/2024,04:30,14,,16
18/02/2024,04:30,18/02/2024,04:45,22,,29.8
18/02/2024,04:45,18/02/2024,05:00,16,63,15.4
18/02/2024,05:00,18/02/2024,05:15,13,,13.4
18/02/2024,05:15,18/02/2024,05:30,35,,41.2
18/02/2024,05:30,18/02/2024,05:45,24,,22.8
18/02/2024,05:45,18/02/2024,06:00,23,95,23.4
18/02/2024,06:00,18/02/2024,06:15,27,,28.2
18/02/2024,06:15,18/02/2024,06:30,48,,52.4
18/02/2024,06:30,18/02/2024,06:45,48,,47.5
18/02/2024,06:45,18/02/2024,07:00,83,206,84.5
18/02/2024,07:00,18/02/2024,07:15,101,,102.2
18/02/2024,07:15,18/02/2024,07:30,90,,91.8
18/02/2024,07:30,18/02/2024,07:45,121,,117.6
18/02/2024,07:45,18/02/2024,08:00,161,473,160.3
18/02/2024,08:00,18/02/2024,08:15,137,,137.7
18/02/2024,08:15,18/02/2024,08:30,157,,146.6
18/02/2024,08:30,18/02/2024,08:45,223,,204.9
18/02/2024,08:45,18/02/2024,09:00,225,742,213.6
18/02/2024,09:00,18/02/2024,09:15,211,,185.2
18/02/2024,09:15,18/02/2024,09:30,202,,183.6
18/02/2024,09:30,18/02/2024,09:45,230,,212.6
18/02/2024,09:45,18/02/2024,10:00,209,852,198.7
18/02/2024,10:00,18/02/2024,10:15,216,,213.4
18/02/2024,10:15,18/02/2024,10:30,196,,182.8
18/02/2024,10:30,18/02/2024,10:45,218,,187.2
18/02/2024,10:45,18/02/2024,11:00,212,842,202.8
18/02/2024,11:00,18/02/2024,11:15,208,,200.8
18/02/2024,11:15,18/02/2024,11:30,190,,188.1
18/02/2024,11:30,18/02/2024,11:45,226,,218.2
18/02/2024,11:45,18/02/2024,12:00,220,844,214.8
18/02/2024,12:00,18/02/2024,12:15,195,,195.5
18/02/2024,12:15,18/02/2024,12:30,204,,195.8
18/02/2024,12:30,18/02/2024,12:45,183,,177.2
18/02/2024,12:45,18/02/2024,13:00,168,750,171.2
18/02/2024,13:00,18/02/2024,13:15,186,,184.6
18/02/2024,13:15,18/02/2024,13:30,172,,170.5
18/02/2024,13:30,18/02/2024,13:45,196,,197.6
18/02/2024,13:45,18/02/2024,14:00,215,769,217.6
18/02/2024,14:00,18/02/2024,14:15,160,,159.8
18/02/2024,14:15,18/02/2024,14:30,157,,160.3
18/02/2024,14:30,18/02/2024,14:45,191,,196.7
18/02/2024,14:45,18/02/2024,15:00,177,685,179.5
18/02/2024,15:00,18/02/2024,15:15,158,,156.6
18/02/2024,15:15,18/02/2024,15:30,152,,150
18/02/2024,15:30,18/02/2024,15:45,149,,152.1
18/02/2024,15:45,18/02/2024,16:00,159,618,160.4
18/02/2024,16:00,18/02/2024,16:15,138,,132.8
18/02/2024,16:15,18/02/2024,16:30,126,,124.8
18/02/2024,16:30,18/02/2024,16:45,115,,114.5
18/02/2024,16:45,18/02/2024,17:00,130,509,136
18/02/2024,17:00,18/02/2024,17:15,115,,113.2
18/02/2024,17:15,18/02/2024,17:30,99,,94.2
18/02/2024,17:30,18/02/2024,17:45,94,,94.4
18/02/2024,17:45,18/02/2024,18:00,81,389,86
18/02/2024,18:00,18/02/2024,18:15,75,,77
18/02/2024,18:15,18/02/2024,18:30,55,,59.8
18/02/2024,18:30,18/02/2024,18:45,69,,68.6
18/02/2024,18:45,18/02/2024,19:00,76,275,76
18/02/2024,19:00,18/02/2024,19:15,61,,61.8
18/02/2024,19:15,18/02/2024,19:30,55,,56.6
18/02/2024,19:30,18/02/2024,19:45,41,,41.2
18/02/2024,19:45,18/02/2024,20:00,53,210,57.2
18/02/2024,20:00,18/02/2024,20:15,36,,37.1
18/02/2024,20:15,18/02/2024,20:30,33,,35.8
18/02/2024,20:30,18/02/2024,20:45,31,,33.4
18/02/2024,20:45,18/02/2024,21:00,39,139,43
18/02/2024,21:00,18/02/2024,21:15,37,,41.2
18/02/2024,21:15,18/02/2024,21:30,21,,21.8
18/02/2024,21:30,18/02/2024,21:45,34,,36.4
18/02/2024,21:45,18/02/2024,22:00,17,109,21
18/02/2024,22:00,18/02/2024,22:15,24,,25.4
18/02/2024,22:15,18/02/2024,22:30,20,,23.7
18/02/2024,22:30,18/02/2024,22:45,14,,15.4
18/02/2024,22:45,18/02/2024,23:00,11,69,10.8
18/02/2024,23:00,18/02/2024,23:15,16,,19.1
18/02/2024,23:15,18/02/2024,23:30,12,,11.4
18/02/2024,23:30,18/02/2024,23:45,8,,10
18/02/2024,23:45,19/02/2024,00:00,11,47,11.4
19/02/2024,00:00,19/02/2024,00:15,6,,6.4
19/02/2024,00:15,19/02/2024,00:30,11,,11
19/02/2024,00:30,19/02/2024,00:45,3,,3
19/02/2024,00:45,19/02/2024,01:00,6,26,6
19/02/2024,01:00,19/02/2024,01:15,6,,6
19/02/2024,01:15,19/02/2024,01:30,14,,15
19/02/2024,01:30,19/02/2024,01:45,8,,11.3
19/02/2024,01:45,19/02/2024,02:00,3,31,3
19/02/2024,02:00,19/02/2024,02:15,4,,4
19/02/2024,02:15,19/02/2024,02:30,3,,4
19/02/2024,02:30,19/02/2024,02:45,2,,2
19/02/2024,02:45,19/02/2024,03:00,3,12,3
19/02/2024,03:00,19/02/2024,03:15,5,,5
19/02/2024,03:15,19/02/2024,03:30,10,,11
19/02/2024,03:30,19/02/2024,03:45,6,,8.6
19/02/2024,03:45,19/02/2024,04:00,5,26,4.4
19/02/2024,04:00,19/02/2024,04:15,4,,5
19/02/2024,04:15,19/02/2024,04:30,11,,10.4
19/02/2024,04:30,19/02/2024,04:45,13,,12.4
19/02/2024,04:45,19/02/2024,05:00,10,38,12.3
19/02/2024,05:00,19/02/2024,05:15,14,,16.3
19/02/2024,05:15,19/02/2024,05:30,28,,31
19/02/2024,05:30,19/02/2024,05:45,33,,36.3
19/02/2024,05:45,19/02/2024,06:00,48,123,48.4
19/02/2024,06:00,19/02/2024,06:15,41,,43.7
19/02/2024,06:15,19/02/2024,06:30,73,,77.6
19/02/2024,06:30,19/02/2024,06:45,87,,89
19/02/2024,06:45,19/02/2024,07:00,90,291,94.7
19/02/2024,07:00,19/02/2024,07:15,112,,119.1
19/02/2024,07:15,19/02/2024,07:30,74,,78.7
19/02/2024,07:30,19/02/2024,07:45,68,,77.4
19/02/2024,07:45,19/02/2024,08:00,88,342,96.4
19/02/2024,08:00,19/02/2024,08:15,81,,91.3
19/02/2024,08:15,19/02/2024,08:30,80,,86.8
19/02/2024,08:30,19/02/2024,08:45,92,,102.7
19/02/2024,08:45,19/02/2024,09:00,98,351,94.3
19/02/2024,09:00,19/02/2024,09:15,91,,102.6
19/02/2024,09:15,19/02/2024,09:30,88,,94.3
19/02/2024,09:30,19/02/2024,09:45,110,,115.1
19/02/2024,09:45,19/02/2024,10:00,97,386,101.9
19/02/2024,10:00,19/02/2024,10:15,86,,90.1
19/02/2024,10:15,19/02/2024,10:30,83,,87.8
19/02/2024,10:30,19/02/2024,10:45,97,,97.8
19/02/2024,10:45,19/02/2024,11:00,91,357,100.5
19/02/2024,11:00,19/02/2024,11:15,91,,99.8
19/02/2024,11:15,19/02/2024,11:30,94,,98.8
19/02/2024,11:30,19/02/2024,11:45,75,,82.7
19/02/2024,11:45,19/02/2024,12:00,84,344,92.2
19/02/2024,12:00,19/02/2024,12:15,65,,74.9
19/02/2024,12:15,19/02/2024,12:30,54,,60.6
19/02/2024,12:30,19/02/2024,12:45,65,,70.3
19/02/2024,12:45,19/02/2024,13:00,80,264,84.1
19/02/2024,13:00,19/02/2024,13:15,74,,81.5
19/02/2024,13:15,19/02/2024,13:30,75,,81.4
19/02/2024,13:30,19/02/2024,13:45,72,,80.1
19/02/2024,13:45,19/02/2024,14:00,98,319,108.3
19/02/2024,14:00,19/02/2024,14:15,97,,107.3
19/02/2024,14:15,19/02/2024,14:30,71,,79.9
19/02/2024,14:30,19/02/2024,14:45,88,,94.7
19/02/2024,14:45,19/02/2024,15:00,75,331,75.6
19/02/2024,15:00,19/02/2024,15:15,80,,82.6
19/02/2024,15:15,19/02/2024,15:30,79,,83.8
19/02/2024,15:30,19/02/2024,15:45,90,,101.4
19/02/2024,15:45,19/02/2024,16:00,83,332,82.4
19/02/2024,16:00,19/02/2024,16:15,80,,84.6
19/02/2024,16:15,19/02/2024,16:30,81,,82.1
19/02/2024,16:30,19/02/2024,16:45,71,,74.7
19/02/2024,16:45,19/02/2024,17:00,94,326,99.7
19/02/2024,17:00,19/02/2024,17:15,93,,102
19/02/2024,17:15,19/02/2024,17:30,97,,100.2
19/02/2024,17:30,19/02/2024,17:45,77,,81.4
19/02/2024,17:45,19/02/2024,18:00,64,331,66.4
19/02/2024,18:00,19/02/2024,18:15,84,,86.2
19/02/2024,18:15,19/02/2024,18:30,70,,74.7
19/02/2024,18:30,19/02/2024,18:45,65,,69.7
19/02/2024,18:45,19/02/2024,19:00,73,292,75
19/02/2024,19:00,19/02/2024,19:15,45,,50.2
19/02/2024,19:15,19/02/2024,19:30,41,,41.4
19/02/2024,19:30,19/02/2024,19:45,49,,52.5
19/02/2024,19:45,19/02/2024,20:00,51,186,53.4
19/02/2024,20:00,19/02/2024,20:15,47,,47.6
19/02/2024,20:15,19/02/2024,20:30,41,,46.7
19/02/2024,20:30,19/02/2024,20:45,27,,30.4
19/02/2024,20:45,19/02/2024,21:00,34,149,37.4
19/02/2024,21:00,19/02/2024,21:15,27,,28.6
19/02/2024,21:15,19/02/2024,21:30,27,,31.4
19/02/2024,21:30,19/02/2024,21:45,23,,27
19/02/2024,21:45,19/02/2024,22:00,19,96,22
19/02/2024,22:00,19/02/2024,22:15,18,,19.4
19/02/2024,22:15,19/02/2024,22:30,31,,32.6
19/02/2024,22:30,19/02/2024,22:45,11,,11
19/02/2024,22:45,19/02/2024,23:00,20,80,24.4
19/02/2024,23:00,19/02/2024,23:15,13,,15.3
19/02/2024,23:15,19/02/2024,23:30,11,,12.4
19/02/2024,23:30,19/02/2024,23:45,12,,15.7
19/02/2024,23:45,20/02/2024,00:00,12,48,13.3
20/02/2024,00:00,20/02/2024,00:15,10,,11
20/02/2024,00:15,20/02/2024,00:30,3,,4.3
20/02/2024,00:30,20/02/2024,00:45,2,,3
20/02/2024,00:45,20/02/2024,01:00,4,19,6.3
20/02/2024,01:00,20/02/2024,01:15,7,,9
20/02/2024,01:15,20/02/2024,01:30,5,,5
20/02/2024,01:30,20/02/2024,01:45,7,,8
20/02/2024,01:45,20/02/2024,02:00,6,25,7
20/02/2024,02:00,20/02/2024,02:15,2,,2
20/02/2024,02:15,20/02/2024,02:30,3,,4
20/02/2024,02:30,20/02/2024,02:45,6,,7
20/02/2024,02:45,20/02/2024,03:00,4,15,4
20/02/2024,03:00,20/02/2024,03:15,4,,6.3
20/02/2024,03:15,20/02/2024,03:30,2,,2
20/02/2024,03:30,20/02/2024,03:45,4,,6.3
20/02/2024,03:45,20/02/2024,04:00,10,20,12.3
20/02/2024,04:00,20/02/2024,04:15,4,,4
20/02/2024,04:15,20/02/2024,04:30,8,,9.3
20/02/2024,04:30,20/02/2024,04:45,14,,14
20/02/2024,04:45,20/02/2024,05:00,16,42,14.8
20/02/2024,05:00,20/02/2024,05:15,22,,26.9
20/02/2024,05:15,20/02/2024,05:30,28,,28.1
20/02/2024,05:30,20/02/2024,05:45,30,,30.7
20/02/2024,05:45,20/02/2024,06:00,33,113,35
20/02/2024,06:00,20/02/2024,06:15,47,,46.8
20/02/2024,06:15,20/02/2024,06:30,80,,85
20/02/2024,06:30,20/02/2024,06:45,87,,91.9
20/02/2024,06:45,20/02/2024,07:00,100,314,105.6
20/02/2024,07:00,20/02/2024,07:15,94,,98.3
20/02/2024,07:15,20/02/2024,07:30,88,,93
20/02/2024,07:30,20/02/2024,07:45,76,,85.9
20/02/2024,07:45,20/02/2024,08:00,91,349,95.3
20/02/2024,08:00,20/02/2024,08:15,82,,95.9
20/02/2024,08:15,20/02/2024,08:30,77,,85.3
20/02/2024,08:30,20/02/2024,08:45,105,,120.8
20/02/2024,08:45,20/02/2024,09:00,65,329,72
20/02/2024,09:00,20/02/2024,09:15,69,,74.8
20/02/2024,09:15,20/02/2024,09:30,74,,80
20/02/2024,09:30,20/02/2024,09:45,84,,93.6
20/02/2024,09:45,20/02/2024,10:00,72,299,74.1
20/02/2024,10:00,20/02/2024,10:15,101,,108.3
20/02/2024,10:15,20/02/2024,10:30,84,,87.8
20/02/2024,10:30,20/02/2024,10:45,77,,84.6
20/02/2024,10:45,20/02/2024,11:00,89,351,95.1
20/02/2024,11:00,20/02/2024,11:15,86,,102.8
20/02/2024,11:15,20/02/2024,11:30,75,,89.1
20/02/2024,11:30,20/02/2024,11:45,78,,87.9
20/02/2024,11:45,20/02/2024,12:00,91,330,99
20/02/2024,12:00,20/02/2024,12:15,83,,92.8
20/02/2024,12:15,20/02/2024,12:30,69,,78.9
20/02/2024,12:30,20/02/2024,12:45,80,,87.3
20/02/2024,12:45,20/02/2024,13:00,74,306,81.2
20/02/2024,13:00,20/02/2024,13:15,65,,74.3
20/02/2024,13:15,20/02/2024,13:30,60,,60.4
20/02/2024,13:30,20/02/2024,13:45,79,,79.4
20/02/2024,13:45,20/02/2024,14:00,77,281,82.8
20/02/2024,14:00,20/02/2024,14:15,77,,86
20/02/2024,14:15,20/02/2024,14:30,82,,89
20/02/2024,14:30,20/02/2024,14:45,97,,101.5
20/02/2024,14:45,20/02/2024,15:00,83,339,87.6
20/02/2024,15:00,20/02/2024,15:15,88,,94.3
20/02/2024,15:15,20/02/2024,15:30,84,,84.5
20/02/2024,15:30,20/02/2024,15:45,88,,95.8
20/02/2024,15:45,20/02/2024,16:00,86,346,91.1
20/02/2024,16:00,20/02/2024,16:15,83,,87.1
20/02/2024,16:15,20/02/2024,16:30,92,,98.1
20/02/2024,16:30,20/02/2024,16:45,98,,103.5
20/02/2024,16:45,20/02/2024,17:00,93,366,93.2
20/02/2024,17:00,20/02/2024,17:15,87,,88.4
20/02/2024,17:15,20/02/2024,17:30,83,,88.8
20/02/2024,17:30,20/02/2024,17:45,77,,80.5
20/02/2024,17:45,20/02/2024,18:00,61,308,64
20/02/2024,18:00,20/02/2024,18:15,57,,60.5
20/02/2024,18:15,20/02/2024,18:30,82,,88.1
20/02/2024,18:30,20/02/2024,18:45,58,,59.8
20/02/2024,18:45,20/02/2024,19:00,63,260,68.2
20/02/2024,19:00,20/02/2024,19:15,64,,65.6
20/02/2024,19:15,20/02/2024,19:30,57,,62.4
20/02/2024,19:30,20/02/2024,19:45,33,,35
20/02/2024,19:45,20/02/2024,20:00,52,206,54.6
20/02/2024,20:00,20/02/2024,20:15,55,,59.5
20/02/2024,20:15,20/02/2024,20:30,29,,30.4
20/02/2024,20:30,20/02/2024,20:45,33,,37.4
20/02/2024,20:45,20/02/2024,21:00,21,138,22.4
20/02/2024,21:00,20/02/2024,21:15,26,,30
20/02/2024,21:15,20/02/2024,21:30,32,,38.8
20/02/2024,21:30,20/02/2024,21:45,19,,22.4
20/02/2024,21:45,20/02/2024,22:00,11,88,15
20/02/2024,22:00,20/02/2024,22:15,12,,13
